"Nome Fantasia ","Responsável pelas compras","Telefone ","Rua","Bairro","Cidade","Atividade",""
"FL zanpirollo","Mirela","28998851272","Governador Lacerda de aguiar Rod do frade-  posto","Rio Novo","Rio Novo"," Conveniência",""
"Bar e mercearia frade","Cirema","2835334028","Rod: governador Lacerda de aguiar, coronel Borges - posto Dantas","Rio Novo","Rio Novo","Restaurante",""
"Restaurante fogão alenha","Não fomos atendidos","28999123423","Rod: Cachoeiro rio novo ao lado da BR 101","Rio Novo","Rio Novo","Restaurante",""
"Piscina e restaurante Santa fé ","José Carlos","28999994722","Santa fé de cima","Santa Fé","Santa Fé","Restaurante",""
"Bar e lanchonete correa","Augusto Célio correria","28999747218","Av vieira machado centro. 29","Muqui","Muqui","Restaurante",""
"Casa do chocolate","Barbara ","28999344939","Rua Coronel Luiz Carlos,343 - muqui","Muqui","Muqui","Confeitaria",""
"Feirinha do centro","Marcos morceli","28999227739","Rua coronel João Lobato número 10","Muqui","Muqui","Hortifruti",""
"Padaria e Hortifruti Rodi ","Geraldo ","28999039534","Rua Coronel Luiz Carlos,  333, Centro Muqui","Muqui","Muqui","Padaria",""
"Bar do tigrão","Antônio","28999117442","Rua coronel Pedro João 148 - Muqui","Muqui","Muqui","Restaurante",""
"Hotel Nunes ","Tem de ligar ","2899967308","Rua Coronel Luiz Carlos,  centro Muqui","Muqui","Muqui","Hotéis",""
"MERCADO familiar","José iguinacio benevenute","28999646468","Rua  Vieira machado número 40. Muquim","Muqui","Muqui","Supermercado",""
"Padaria do bie","Gabriel","28992767402","Rua coronel Pedro João,332- bairro entre morros - Muqui","Muqui","Muqui","Padaria",""
"Bar Vitoria ","Paulo","289999130672","Avenida vieira Machado,  227, centro,  Muqui","Muqui","Muqui","Restaurante",""
"Depósito do Marcos","Marcos","28999487492","Rua Francisco Fortunato 177 bairro entre morros - muqui","Muqui","Muqui","Distribuidora",""
"Ritz Lanchonete ","Cacau","28999579001","Avenida Vieira Machado,  169, Centro de Muqui","Muqui","Muqui","Restaurante",""
"Br supermercado","Angelo proprietário","28999765467","Rua Vieira machado número  149","Muqui","Muqui","Supermercado",""
"Padaria carmanhanes","Pedro Roberto","2835541919","Rua  vieira machado n,291 centro - muqui","Muqui","Muqui","Padaria",""
"Sorveteria Brebruand","Penha","28999034597","Avenida Vieira Machado ","Muqui","Muqui","Sorveteria",""
"Stetic cara point central","Vinícius ","28999471500","Rua Vieira machado","Muqui","Muqui","Restaurante",""
"Supermercado feirão da esquina","João/ Renan","28999057070","Av: vieira machado 195 - centro- Muqui","Muqui","Muqui","Supermercado",""
"Padaria Sabor Caseiro ","Daniela","28999118706","Rua Leonarda Fraga, 520, Entre morros, Muqui","Muqui","Muqui","Padaria",""
"Bar ativio de castro","Ativio de castro/ Zé Luiz Silva Castro","28999732678","Rua coronel Pedro João 16- Muqui","Muqui","Muqui","Restaurante",""
"Mercado são Pedro","Sebastião Alexa DRE peris","28999074456","Av jetulio Vargas 157 bairro centro muqui","Muqui","Muqui","Supermercado",""
"Padaria Sao Pedro ","Jonathan","28999659295","Avenida Avides Fraga , centro Muqui","Muqui","Muqui","Padaria",""
"A.S.A","Dayana","28999423167","Rua Francisco ciano- bairro São Pedro,142- Muqui","Muqui","Muqui","Padaria",""
"Bar Top","Raul ","28999719728","Avenida Avides ,Fraga, centro Muqui","Muqui","Muqui","Restaurante",""
"Jacks distribuidora embalagens e doces","Vinícius ","28999491743","Av getulio vargas 119 sao pedro muqui","Muqui","Muqui","Distribuidora",""
"Padaria marcia ","Pedro ","28999287513","Vieira machado 422 centro muqui","Muqui","Muqui","Padaria",""
"Dautão lanches","Fechado tem q ligar","28999238127","R. Coronel luiz carlos centro pracinha de muqui","Muqui","Muqui","Restaurante",""
"Hot dog da cida","Fechado tem que ligar","28999282531","R. Coronel luiz carlos centro pracinha de muqui","Muqui","Muqui","Restaurante",""
"Bar do teca","Edmar da silva","28999571675","Av. Avides fraga 189 bairro sao pedro muqui","Muqui","Muqui","Restaurante",""
"Restaurante Faíto's","Fechado tem que ligar","28999151061","R. Ciro duarte 526 centro muqui","Muqui","Muqui","Restaurante",""
"Lanchonete da rodoviaria","Roberto","22996007106","Centro presidente kenedy na rodoviaria","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Lanchonete da rodoviaria","Roberto","22996007106","Centro presidente kentedy na rodoviaria","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Lanchonete da rodoviaria","Roberto","22996007106","Centro presidente kentedy na rodoviaria","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Point das Bebidas ","Rodrigo/ Yuri","28999431773","Rua Atila Vivaqua,  181, centro Presidente Kenedy","Presidente Kennedy","Presidente Kennedy","Distribuidora",""
"Sacolão lima","Roberto Carlos de Oliveira Lima","28999073090","Rua  4 de abril número  66","Presidente Kennedy","Presidente Kennedy","Mercearia",""
"Distribuidora embalar","Marcos","28999537242","R lucio moreira filho 63/65 centro presidente kenedy","Presidente Kennedy","Presidente Kennedy","Distribuidora",""
"Bar da lucia","Lucia","28999595735","Manuel fique Jorão,03 em frente a rodoviária - presidente Kennedy","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Dona Lila restaurante ","Yuri","28999618886","Rua Atila Vivaqua,  193, Centro Presidente Kennedy ","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Panificadora vieira","Glaucia vieira Jordão","28999718440","Rua 4 Abril número 62 centro . P. Kenedy","Presidente Kennedy","Presidente Kennedy","Padaria",""
"Viana casa das carnes","Vianei viana","28999699221","Rua William Borges s/n do lado da caixa econômica - presidente Kennedy","Presidente Kennedy","Presidente Kennedy","Mercearia",""
"Vitasuc ","Daniel Gomes","28998855928","Rua  4 Abril número  40 centro p. Kenedy. Ao terminal de rodoviário","Presidente Kennedy","Presidente Kennedy","Distribuidora",""
"Na brasa churrasqueira e self- service","Luan","28999234820","Fechado tem que ligar - presidente Kennedy","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Supermercado Valkmar","Valdair","28999660407","Rua Atilo Vivaqua,  280, centro,  Presidente Kennedy ","Presidente Kennedy","Presidente Kennedy","Supermercado",""
"Supermercado emerson","Rondinei","28999270116","R. Antonio jacques soares 145 centro presidente Kennedy ","Presidente Kennedy","Presidente Kennedy","Supermercado",""
"Padaria scherrer","Daniela vilela terra","28999185193","Rua Átila Vivacqua vieira  17","Presidente Kennedy","Presidente Kennedy","Padaria",""
"Pizzaria e lanchonete D'line","Fechado tem q ligar","28999656556","Centro presidente kenedy proximo ao supermercado emerson","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Açaí da hora","Fechado tem que ligar","28999741011","Centro presidebte kenedy proximo ao supernercado emerson","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Restaurante lanchonete silva","Rones Henrique/ quevelin","28999022265","Praça manuel flikes Jordão 116- presidente Kennedy","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Choperia Zero Grau","Sergio Ornelas","28999625192","Rua Olimpio Campos Pinto Figueiredo, 30 Centro,  Presidente Kennedy ","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"PADARIA scherrer ","Shaira ramos Martins","28999506442","Rua Olímpio Pinto Campos  Figueredo número 89. Entro p. Kenedy","Presidente Kennedy","Presidente Kennedy","Padaria",""
"Bar da cenilda","Cenilda","28999586369","R olimpo pinto campos figueiredo 86 centro presidente kenedy em frente a padaria scherrer","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Mega lanchonete e pizzaria do elvinho","Weverton","28999556386","Rua dona sinhorinha s/n próximo a rodoviária-presidente Kennedy","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"MERCADO  Nicole casa das carnes e Hortifruti. Centro p. Kenedy número 206","Diogo Nicole","28999254444","Rua  Olímpio Pinto Campos Figueredo número 206","Presidente Kennedy","Presidente Kennedy","Supermercado",""
"Hortifruti Central","Hudson ","28999610642","Rua Olimpio Pinto Campos Figueiredo , 149, Centro Presidente Kennedy ","Presidente Kennedy","Presidente Kennedy","Mercearia",""
"Esquina do lanche","Craudei cunha","28999626358","Rua Manoel lucio Gomes s/n próximo a rodoviária","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Mime cereais almeida","Josimara","28999769329","R olimpio pinto campos figueiredo 390 centro presidente kenedy","Presidente Kennedy","Presidente Kennedy","Supermercado",""
"Bar do pablio","Pablio Antônio mendite","28999130842","Rua Olímpio Pinto Campos Figueredo número 126. O. Kenedy","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Bar e lanchonete do nando","Luciano ","28999032202","Antiga buaffalo- BR 101 km 418 - safra","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"LC Lanches","Celso","28999512327","Zona rural sao paulo Presidente kenedy","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Sao paulo comercio e varegista","Roberta","28999423406","Sao paulo rua projetada atras do campo de futebol presidente Kennedy ","Presidente Kennedy","Presidente Kennedy","Mercearia",""
"Churrascaria e lanchonete texa grill","Marcio","28999402849","Br. 101 antes da entrada para presidente Kennedy ","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Bar jacutinga","Creusa","28999568777","Rua principal s.n são paulo presidente Kennedy ","Presidente Kennedy","Presidente Kennedy","Restaurante",""
"Comercial nalesso","Sandra","28999302545","Rua principal s.n sao paulo presidente Kennedy ","Presidente Kennedy","Presidente Kennedy","Mercearia",""
"Cicinho salgados","Mayra e wederson","28999000223","R felipe camarao 12 ibitiquara cachoeiro ","ibitiquara cachoeiro","Cachoeiro Itapemirim","Restaurante",""
"Orvel caminhães e ônibus","Michele","28999882420","Rod engenheiro fabiano vivacua BR 101 alto união - safra","alto união","Cachoeiro Itapemirim","Revenda de veículos",""
"Planeta h carro","Amanda","28999550505","Rodovia engenheiro fabiano vivacua 73 safra","alto união","Cachoeiro Itapemirim","Revenda de veículos",""
"Vitória diesiel","Rafael","27999449515","Rod engenheiro fabiano vivacua km 9 BR 482- trevo safra","alto união","Cachoeiro Itapemirim","Revenda de veículos",""
"Turimex","Bruno","28988064839","Rod ricardo barbieli 195 rui pinto bandeira aeroporto","pinto bandeira aeroporto","Cachoeiro Itapemirim","Marmoraria",""
"Restaurante self-service  zambon","Geyelle zambon","28999104211","Rod engenheiro fabiano vivacua km9 trevo safra","trevo safra","Cachoeiro Itapemirim","Restaurante",""
"Sermagral","Hélio Marcos volpini","28999851200","Rod engenheiro fabiano vivacua 844 km- 2 BR 482 trevo safra","trevo safra","Cachoeiro Itapemirim","Marmoraria",""
"Opa tem supermercado","José Antônio","28999131751","Rua genebaldo Martins Costa 17- itaoca pedra","itaoca pedra","Itaoca Pedra","Supermercado",""
"Próton tecnologia química ltd","Fausto lima","31999371914","Rod: engenheiro fabiano vivacqua,844 bairro tijuca- trevo Safra","trevo Safra","Cachoeiro Itapemirim","Restaurante",""
"J M hortifrut","Vitor","28999945202","Rodovia ricardo barbieri 86 boa vista aeroporto","aeroporto","Cachoeiro Itapemirim","Mercearia",""
"J P F STONE","Fechado tem q ligar","28999251322","Rodovia ricardo barbieri km 8 moitãozinho","moitãozinho","Cachoeiro Itapemirim","Marmoraria",""
"DOM BETO GRANITOS E MARMORES","Jéssica","28992982824","Rodovia cachoeiro x atilio vivacqua km 8 moitãozinho","moitãozinho","Cachoeiro Itapemirim","Marmoraria",""
"Universe specialist","Sait","28999404803","Rodovia ricardo barbieri km 8 moitãozinho ","moitãozinho","Cachoeiro Itapemirim","Marmoraria",""
"Embragram ","Adilson","28999750475","Rodovia ricardo barbieri  km 8 moitãozinho ","moitãozinho","Cachoeiro Itapemirim","Marmoraria",""
"Águia Pedras","Gleidson","28999442980","Rodovia ricardo barbieri s/n km8 Corrego dos monos","Corrego dos monos","Cachoeiro Itapemirim","Marmoraria",""
"Pedra lisa marmores e granitos","Fechado tem que ligar","2835114040","Rodovia E.S 489 cachoeiro x atilio vivacqua km4 corrego dos monos","Corrego dos monos","Cachoeiro Itapemirim","Marmoraria",""
"Polimento guanabara ","Wellington _ busca pelo google. tem Que ligar","22998498096","Rodovia E S 489 cachoeiro x atilio vivacqua 1406 corrego dos monos ","Corrego dos monos","Cachoeiro Itapemirim","Marmoraria",""
"Dulcimara Lanches ","Tem de ligar, estava fechado ","28999296017","Do lado da Rodoviaria , Atilo Vivaqua ","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"Açaí mais sabor","Fechado tem que ligar","2799773216","Manoel de barros bia 9 bairro  niteroi atilio vivacqua ","Atilio Vivaqua","Atilio Vivaqua","Sorveteria",""
"Big dog lanches","Fechado tem que ligar","28999697751","Manoel alves bia 6 niteroi atilio vivacqua ","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"Padaria  Sobral eireli","Diego ","28999589055","Prq rodoviário Antônio Pereira de Barros n° 5","Atilio Vivaqua","Atilio Vivaqua","Padaria",""
"Skina do Pao ","Ze Luis ","28999643260","Centro Atilio Vivaqua ","Atilio Vivaqua","Atilio Vivaqua","Padaria",""
"Que Delicia ","Ze Luis ","28999114927","Centro Atilio Vivaqua ","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"Galera, quem quiser participar da próxima Rodada do tiro curto, são 5 reais por time, podendo inscrever até 2 times. Todas as Rodadas vamos ter tiro curto. As inscrições e pagamento vão até sábado, 11 de setembro, 15 h .Quem quiser participar, copia esta mensagem,  cola, coloca o nome por baixo do último com o seu nome.","Romildo","28999465364","Avenida capitão Jovino Alvispedri s/n Atílio- vivacqua","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"Acougue Beira Rio","Sione santana","28999231350","R thomaz marques silva 4 niteroi atilio vivacqua","Atilio Vivaqua","Atilio Vivaqua","Mercearia",""
"?","Fechado tem que ligar ","27998240257","Bairro niteroi ao lado do acougue beira rio atilio vivacqua","Atilio Vivaqua","Atilio Vivaqua","Mercearia",""
"?","Ana ","28999132204","Rua joaqiim Morais , 62 , centro Atilio Vivaqua ","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"?","Daliene","28998818786","Antas interior- Atílio- vivacqua ","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"?","Valquíria","28999471712","Antas interior - Atílio vivacqua","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"?","Fechado tem que ligar","28999789480","Atílio vivacqua- próximo a rodoviária ","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"Hotel Shalon","Demaci ","28999049080","Rua Joaquim Morais, 11, centro Atilio Vivaqua ","Atilio Vivaqua","Atilio Vivaqua","Hotéis",""
"Distribuidora atipel","Camile","28999996011","R izabel jacinto 7 bairro niteroi atilio vivacqua","Atilio Vivaqua","Atilio Vivaqua","Distribuidora",""
"Rafael bar","Rafael","28999991891","Atílio vivacqua-  em frente a esposiçao ","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"Mercearia do americo ","Jose antonio ","28999050160","R joaquim moraes 9 centro atilio vivacqua ","Atilio Vivaqua","Atilio Vivaqua","Mercearia",""
"Padaria E Confeitaria Novo Sabor ","Lancaster Cabral","22998017393","Avenida Carolina Fraga, 31, Centro Atilio Vivaqua ","Atilio Vivaqua","Atilio Vivaqua","Padaria",""
"Padaria e res que delícia ","Patrícia","28999114927","Rua anthero frança, 96 centro- Atílio vivacqua","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"Skina do pão","Patrícia ","28999114927","Rua João tosta,4 centro- centro Atílio vivacqua","Atilio Vivaqua","Atilio Vivaqua","Padaria",""
"Padaria Lima","Carlos Alberto Lima/ Daiane","28999699899","Praca jose Valemtin Lopes,  30 , centro Atilio Vivaqua ","Atilio Vivaqua","Atilio Vivaqua","Padaria",""
"Restaurante novo sabor","Arlindo / conhecido por pinguin","28999235354","R capitao jovino alves pedra 26 centro atilio vivacqua","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"Distribuidora mai q doce","Joelma aparecida","28999857943","Av capitao jovino alves pedra 32 bairro niteroi atilio vivacqua","Atilio Vivaqua","Atilio Vivaqua","Distribuidora",""
"Supermercado Boa Carne ","Luciano/ Felipe ","28999992926","Rua Carolina Fraga, 70 , centro Atilio Vivaqua ","Atilio Vivaqua","Atilio Vivaqua","Supermercado",""
"Supermercado Boa Carne Ltda","Daiana","28999316570","Rua Joao tosta, centro Atilio Vivaqua ","Atilio Vivaqua","Atilio Vivaqua","Supermercado",""
"Kiosque chapahallss","Fechado tem que ligar","28999878507","Atílio vivacqua - rua do centro ","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"Bar do Andrade","Andrade","28999183447","Avenida Carolina Fraga, 104, Centro Atilio Vivaqua ","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"Gran pão ","Graziele ","28999441507","Rua capitão Jovino Alves pedra,193- Atílio vivacqua ","Atilio Vivaqua","Atilio Vivaqua","Padaria",""
"Restaurante kanttim","Fechado tem que ligar","2835381452","Centro Atílio vivacqua","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
"Bar do Gilson ","Maria da Conceição/ Gilson","28999500570","Centro Do lado da rodoviária - Atílio vivacqua","Atilio Vivaqua","Atilio Vivaqua","Restaurante",""
